id,date,store_nbr,item_nbr,unit_sales,onpromotion,year,month,day,dayofweek,dayofyear,week,quarter,time_idx,is_weekend,is_month_start,is_month_end,is_holiday,general_impact,meat_restriction,holiday_impact,family,perishable,family_encoded
10307489,2013-08-27,44,502331,74.0,0,2013,8,27,1,239,35,3,237,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10307559,2013-08-27,44,564287,11.0,0,2013,8,27,1,239,35,3,237,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10307605,2013-08-27,44,584028,151.404,0,2013,8,27,1,239,35,3,237,0,0,0,0,0,0,0,MEATS,1,4
10307982,2013-08-27,44,903285,38.742,0,2013,8,27,1,239,35,3,237,0,0,0,0,0,0,0,POULTRY,1,5
10308151,2013-08-27,44,1047679,386.0,0,2013,8,27,1,239,35,3,237,0,0,0,0,0,0,0,BEVERAGES,0,0
10315949,2013-08-27,51,265559,31.0,0,2013,8,27,1,239,35,3,237,0,0,0,0,0,0,0,GROCERY I,0,3
10316056,2013-08-27,51,364606,84.0,0,2013,8,27,1,239,35,3,237,0,0,0,0,0,0,0,GROCERY I,0,3
10316175,2013-08-27,51,502331,74.0,0,2013,8,27,1,239,35,3,237,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10316234,2013-08-27,51,564287,18.0,0,2013,8,27,1,239,35,3,237,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10316278,2013-08-27,51,584028,27.111,0,2013,8,27,1,239,35,3,237,0,0,0,0,0,0,0,MEATS,1,4
10316589,2013-08-27,51,903285,75.505,0,2013,8,27,1,239,35,3,237,0,0,0,0,0,0,0,POULTRY,1,5
10316720,2013-08-27,51,1047679,48.0,0,2013,8,27,1,239,35,3,237,0,0,0,0,0,0,0,BEVERAGES,0,0
10351363,2013-08-28,44,265559,70.0,0,2013,8,28,2,240,35,3,238,0,0,0,0,0,0,0,GROCERY I,0,3
10351485,2013-08-28,44,364606,124.0,0,2013,8,28,2,240,35,3,238,0,0,0,0,0,0,0,GROCERY I,0,3
10351629,2013-08-28,44,502331,79.0,0,2013,8,28,2,240,35,3,238,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10351698,2013-08-28,44,564287,153.0,0,2013,8,28,2,240,35,3,238,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10351747,2013-08-28,44,584028,77.899,0,2013,8,28,2,240,35,3,238,0,0,0,0,0,0,0,MEATS,1,4
10352126,2013-08-28,44,903285,37.481,0,2013,8,28,2,240,35,3,238,0,0,0,0,0,0,0,POULTRY,1,5
10352294,2013-08-28,44,1047679,613.0,0,2013,8,28,2,240,35,3,238,0,0,0,0,0,0,0,BEVERAGES,0,0
10360259,2013-08-28,51,265559,15.0,0,2013,8,28,2,240,35,3,238,0,0,0,0,0,0,0,GROCERY I,0,3
10360371,2013-08-28,51,364606,78.0,0,2013,8,28,2,240,35,3,238,0,0,0,0,0,0,0,GROCERY I,0,3
10360494,2013-08-28,51,502331,67.0,0,2013,8,28,2,240,35,3,238,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10360558,2013-08-28,51,564287,14.0,0,2013,8,28,2,240,35,3,238,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10360601,2013-08-28,51,584028,45.374,0,2013,8,28,2,240,35,3,238,0,0,0,0,0,0,0,MEATS,1,4
10360933,2013-08-28,51,903285,102.192,0,2013,8,28,2,240,35,3,238,0,0,0,0,0,0,0,POULTRY,1,5
10361072,2013-08-28,51,1047679,132.0,0,2013,8,28,2,240,35,3,238,0,0,0,0,0,0,0,BEVERAGES,0,0
10395376,2013-08-29,44,265559,72.0,0,2013,8,29,3,241,35,3,239,0,0,0,0,0,0,0,GROCERY I,0,3
10395499,2013-08-29,44,364606,88.0,0,2013,8,29,3,241,35,3,239,0,0,0,0,0,0,0,GROCERY I,0,3
10395637,2013-08-29,44,502331,60.0,0,2013,8,29,3,241,35,3,239,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10395708,2013-08-29,44,564287,23.0,0,2013,8,29,3,241,35,3,239,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10395755,2013-08-29,44,584028,84.798,0,2013,8,29,3,241,35,3,239,0,0,0,0,0,0,0,MEATS,1,4
10396124,2013-08-29,44,903285,36.254,0,2013,8,29,3,241,35,3,239,0,0,0,0,0,0,0,POULTRY,1,5
10396294,2013-08-29,44,1047679,432.0,0,2013,8,29,3,241,35,3,239,0,0,0,0,0,0,0,BEVERAGES,0,0
10404176,2013-08-29,51,265559,41.0,0,2013,8,29,3,241,35,3,239,0,0,0,0,0,0,0,GROCERY I,0,3
10404276,2013-08-29,51,364606,58.0,0,2013,8,29,3,241,35,3,239,0,0,0,0,0,0,0,GROCERY I,0,3
10404397,2013-08-29,51,502331,48.0,0,2013,8,29,3,241,35,3,239,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10404495,2013-08-29,51,584028,13.222,0,2013,8,29,3,241,35,3,239,0,0,0,0,0,0,0,MEATS,1,4
10404814,2013-08-29,51,903285,54.066,0,2013,8,29,3,241,35,3,239,0,0,0,0,0,0,0,POULTRY,1,5
10404947,2013-08-29,51,1047679,77.0,0,2013,8,29,3,241,35,3,239,0,0,0,0,0,0,0,BEVERAGES,0,0
10440666,2013-08-30,44,265559,88.0,0,2013,8,30,4,242,35,3,240,0,0,0,0,0,0,0,GROCERY I,0,3
10440791,2013-08-30,44,364606,86.0,0,2013,8,30,4,242,35,3,240,0,0,0,0,0,0,0,GROCERY I,0,3
10440938,2013-08-30,44,502331,51.0,0,2013,8,30,4,242,35,3,240,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10441011,2013-08-30,44,564287,25.0,0,2013,8,30,4,242,35,3,240,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10441059,2013-08-30,44,584028,84.909,0,2013,8,30,4,242,35,3,240,0,0,0,0,0,0,0,MEATS,1,4
10441435,2013-08-30,44,903285,57.808,0,2013,8,30,4,242,35,3,240,0,0,0,0,0,0,0,POULTRY,1,5
10441604,2013-08-30,44,1047679,410.0,0,2013,8,30,4,242,35,3,240,0,0,0,0,0,0,0,BEVERAGES,0,0
10449753,2013-08-30,51,265559,39.0,0,2013,8,30,4,242,35,3,240,0,0,0,0,0,0,0,GROCERY I,0,3
10449858,2013-08-30,51,364606,73.0,0,2013,8,30,4,242,35,3,240,0,0,0,0,0,0,0,GROCERY I,0,3
10449984,2013-08-30,51,502331,89.0,0,2013,8,30,4,242,35,3,240,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10450047,2013-08-30,51,564287,7.0,0,2013,8,30,4,242,35,3,240,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10450090,2013-08-30,51,584028,51.889,0,2013,8,30,4,242,35,3,240,0,0,0,0,0,0,0,MEATS,1,4
10450420,2013-08-30,51,903285,124.815,0,2013,8,30,4,242,35,3,240,0,0,0,0,0,0,0,POULTRY,1,5
10450558,2013-08-30,51,1047679,75.0,0,2013,8,30,4,242,35,3,240,0,0,0,0,0,0,0,BEVERAGES,0,0
10489464,2013-08-31,44,265559,170.0,0,2013,8,31,5,243,35,3,241,1,0,1,0,0,0,0,GROCERY I,0,3
10489593,2013-08-31,44,364606,179.0,0,2013,8,31,5,243,35,3,241,1,0,1,0,0,0,0,GROCERY I,0,3
10489744,2013-08-31,44,502331,128.0,0,2013,8,31,5,243,35,3,241,1,0,1,0,0,0,0,BREAD/BAKERY,1,1
10489818,2013-08-31,44,564287,85.0,0,2013,8,31,5,243,35,3,241,1,0,1,0,0,0,0,BREAD/BAKERY,1,1
10489866,2013-08-31,44,584028,104.455,0,2013,8,31,5,243,35,3,241,1,0,1,0,0,0,0,MEATS,1,4
10490259,2013-08-31,44,903285,123.216,0,2013,8,31,5,243,35,3,241,1,0,1,0,0,0,0,POULTRY,1,5
10490440,2013-08-31,44,1047679,493.0,0,2013,8,31,5,243,35,3,241,1,0,1,0,0,0,0,BEVERAGES,0,0
10498968,2013-08-31,51,265559,90.0,0,2013,8,31,5,243,35,3,241,1,0,1,0,0,0,0,GROCERY I,0,3
10499074,2013-08-31,51,364606,102.0,0,2013,8,31,5,243,35,3,241,1,0,1,0,0,0,0,GROCERY I,0,3
10499206,2013-08-31,51,502331,78.0,0,2013,8,31,5,243,35,3,241,1,0,1,0,0,0,0,BREAD/BAKERY,1,1
10499274,2013-08-31,51,564287,41.0,0,2013,8,31,5,243,35,3,241,1,0,1,0,0,0,0,BREAD/BAKERY,1,1
10499322,2013-08-31,51,584028,32.354,0,2013,8,31,5,243,35,3,241,1,0,1,0,0,0,0,MEATS,1,4
10499669,2013-08-31,51,903285,72.763,0,2013,8,31,5,243,35,3,241,1,0,1,0,0,0,0,POULTRY,1,5
10499818,2013-08-31,51,1047679,162.0,0,2013,8,31,5,243,35,3,241,1,0,1,0,0,0,0,BEVERAGES,0,0
10538657,2013-09-01,44,265559,218.0,0,2013,9,1,6,244,35,3,242,1,1,0,0,0,0,0,GROCERY I,0,3
10538786,2013-09-01,44,364606,217.0,0,2013,9,1,6,244,35,3,242,1,1,0,0,0,0,0,GROCERY I,0,3
10538937,2013-09-01,44,502331,222.0,0,2013,9,1,6,244,35,3,242,1,1,0,0,0,0,0,BREAD/BAKERY,1,1
10539009,2013-09-01,44,564287,160.0,0,2013,9,1,6,244,35,3,242,1,1,0,0,0,0,0,BREAD/BAKERY,1,1
10539058,2013-09-01,44,584028,123.869,0,2013,9,1,6,244,35,3,242,1,1,0,0,0,0,0,MEATS,1,4
10539442,2013-09-01,44,903285,130.416,0,2013,9,1,6,244,35,3,242,1,1,0,0,0,0,0,POULTRY,1,5
10539617,2013-09-01,44,1047679,711.0,0,2013,9,1,6,244,35,3,242,1,1,0,0,0,0,0,BEVERAGES,0,0
10548193,2013-09-01,51,265559,102.0,0,2013,9,1,6,244,35,3,242,1,1,0,0,0,0,0,GROCERY I,0,3
10548308,2013-09-01,51,364606,116.0,0,2013,9,1,6,244,35,3,242,1,1,0,0,0,0,0,GROCERY I,0,3
10548440,2013-09-01,51,502331,100.0,0,2013,9,1,6,244,35,3,242,1,1,0,0,0,0,0,BREAD/BAKERY,1,1
10548505,2013-09-01,51,564287,55.0,0,2013,9,1,6,244,35,3,242,1,1,0,0,0,0,0,BREAD/BAKERY,1,1
10548554,2013-09-01,51,584028,66.697,0,2013,9,1,6,244,35,3,242,1,1,0,0,0,0,0,MEATS,1,4
10548907,2013-09-01,51,903285,193.488,0,2013,9,1,6,244,35,3,242,1,1,0,0,0,0,0,POULTRY,1,5
10549054,2013-09-01,51,1047679,146.0,0,2013,9,1,6,244,35,3,242,1,1,0,0,0,0,0,BEVERAGES,0,0
10586522,2013-09-02,44,265559,117.0,0,2013,9,2,0,245,36,3,243,0,0,0,0,0,0,0,GROCERY I,0,3
10586648,2013-09-02,44,364606,175.0,0,2013,9,2,0,245,36,3,243,0,0,0,0,0,0,0,GROCERY I,0,3
10586791,2013-09-02,44,502331,143.0,0,2013,9,2,0,245,36,3,243,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10586864,2013-09-02,44,564287,100.0,0,2013,9,2,0,245,36,3,243,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10586914,2013-09-02,44,584028,88.768,0,2013,9,2,0,245,36,3,243,0,0,0,0,0,0,0,MEATS,1,4
10587295,2013-09-02,44,903285,14.317,0,2013,9,2,0,245,36,3,243,0,0,0,0,0,0,0,POULTRY,1,5
10587470,2013-09-02,44,1047679,583.0,0,2013,9,2,0,245,36,3,243,0,0,0,0,0,0,0,BEVERAGES,0,0
10595730,2013-09-02,51,265559,34.0,0,2013,9,2,0,245,36,3,243,0,0,0,0,0,0,0,GROCERY I,0,3
10595842,2013-09-02,51,364606,88.0,0,2013,9,2,0,245,36,3,243,0,0,0,0,0,0,0,GROCERY I,0,3
10595965,2013-09-02,51,502331,81.0,0,2013,9,2,0,245,36,3,243,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10596027,2013-09-02,51,564287,42.0,0,2013,9,2,0,245,36,3,243,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10596073,2013-09-02,51,584028,70.192,0,2013,9,2,0,245,36,3,243,0,0,0,0,0,0,0,MEATS,1,4
10596395,2013-09-02,51,903285,2.881,0,2013,9,2,0,245,36,3,243,0,0,0,0,0,0,0,POULTRY,1,5
10596542,2013-09-02,51,1047679,51.0,0,2013,9,2,0,245,36,3,243,0,0,0,0,0,0,0,BEVERAGES,0,0
10633132,2013-09-03,44,265559,126.0,0,2013,9,3,1,246,36,3,244,0,0,0,0,0,0,0,GROCERY I,0,3
10633257,2013-09-03,44,364606,153.0,0,2013,9,3,1,246,36,3,244,0,0,0,0,0,0,0,GROCERY I,0,3
10633403,2013-09-03,44,502331,93.0,0,2013,9,3,1,246,36,3,244,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10633474,2013-09-03,44,564287,53.0,0,2013,9,3,1,246,36,3,244,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10633521,2013-09-03,44,584028,92.232,0,2013,9,3,1,246,36,3,244,0,0,0,0,0,0,0,MEATS,1,4
10633899,2013-09-03,44,903285,51.106,0,2013,9,3,1,246,36,3,244,0,0,0,0,0,0,0,POULTRY,1,5
10634069,2013-09-03,44,1047679,345.0,0,2013,9,3,1,246,36,3,244,0,0,0,0,0,0,0,BEVERAGES,0,0
10642216,2013-09-03,51,265559,20.0,0,2013,9,3,1,246,36,3,244,0,0,0,0,0,0,0,GROCERY I,0,3
10642322,2013-09-03,51,364606,81.0,0,2013,9,3,1,246,36,3,244,0,0,0,0,0,0,0,GROCERY I,0,3
10642452,2013-09-03,51,502331,43.0,0,2013,9,3,1,246,36,3,244,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10642512,2013-09-03,51,564287,48.0,0,2013,9,3,1,246,36,3,244,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10642554,2013-09-03,51,584028,61.495,0,2013,9,3,1,246,36,3,244,0,0,0,0,0,0,0,MEATS,1,4
10642869,2013-09-03,51,903285,57.096,0,2013,9,3,1,246,36,3,244,0,0,0,0,0,0,0,POULTRY,1,5
10643003,2013-09-03,51,1047679,82.0,0,2013,9,3,1,246,36,3,244,0,0,0,0,0,0,0,BEVERAGES,0,0
10679278,2013-09-04,44,265559,143.0,0,2013,9,4,2,247,36,3,245,0,0,0,0,0,0,0,GROCERY I,0,3
10679403,2013-09-04,44,364606,168.0,0,2013,9,4,2,247,36,3,245,0,0,0,0,0,0,0,GROCERY I,0,3
10679549,2013-09-04,44,502331,117.0,0,2013,9,4,2,247,36,3,245,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10679620,2013-09-04,44,564287,65.0,0,2013,9,4,2,247,36,3,245,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10679669,2013-09-04,44,584028,72.071,0,2013,9,4,2,247,36,3,245,0,0,0,0,0,0,0,MEATS,1,4
10680044,2013-09-04,44,903285,54.341,0,2013,9,4,2,247,36,3,245,0,0,0,0,0,0,0,POULTRY,1,5
10680211,2013-09-04,44,1047679,670.0,0,2013,9,4,2,247,36,3,245,0,0,0,0,0,0,0,BEVERAGES,0,0
10688360,2013-09-04,51,265559,55.0,0,2013,9,4,2,247,36,3,245,0,0,0,0,0,0,0,GROCERY I,0,3
10688474,2013-09-04,51,364606,93.0,0,2013,9,4,2,247,36,3,245,0,0,0,0,0,0,0,GROCERY I,0,3
10688603,2013-09-04,51,502331,67.0,0,2013,9,4,2,247,36,3,245,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10688660,2013-09-04,51,564287,43.0,0,2013,9,4,2,247,36,3,245,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10688706,2013-09-04,51,584028,38.141,0,2013,9,4,2,247,36,3,245,0,0,0,0,0,0,0,MEATS,1,4
10689052,2013-09-04,51,903285,70.13,0,2013,9,4,2,247,36,3,245,0,0,0,0,0,0,0,POULTRY,1,5
10689192,2013-09-04,51,1047679,106.0,0,2013,9,4,2,247,36,3,245,0,0,0,0,0,0,0,BEVERAGES,0,0
10724563,2013-09-05,44,265559,72.0,0,2013,9,5,3,248,36,3,246,0,0,0,0,0,0,0,GROCERY I,0,3
10724684,2013-09-05,44,364606,101.0,0,2013,9,5,3,248,36,3,246,0,0,0,0,0,0,0,GROCERY I,0,3
10724825,2013-09-05,44,502331,76.0,0,2013,9,5,3,248,36,3,246,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10724893,2013-09-05,44,564287,54.0,0,2013,9,5,3,248,36,3,246,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10724940,2013-09-05,44,584028,83.535,0,2013,9,5,3,248,36,3,246,0,0,0,0,0,0,0,MEATS,1,4
10725301,2013-09-05,44,903285,18.386,0,2013,9,5,3,248,36,3,246,0,0,0,0,0,0,0,POULTRY,1,5
10725460,2013-09-05,44,1047679,331.0,0,2013,9,5,3,248,36,3,246,0,0,0,0,0,0,0,BEVERAGES,0,0
10733456,2013-09-05,51,265559,13.0,0,2013,9,5,3,248,36,3,246,0,0,0,0,0,0,0,GROCERY I,0,3
10733560,2013-09-05,51,364606,64.0,0,2013,9,5,3,248,36,3,246,0,0,0,0,0,0,0,GROCERY I,0,3
10733673,2013-09-05,51,502331,50.0,0,2013,9,5,3,248,36,3,246,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10733735,2013-09-05,51,564287,31.0,0,2013,9,5,3,248,36,3,246,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10733775,2013-09-05,51,584028,43.535,0,2013,9,5,3,248,36,3,246,0,0,0,0,0,0,0,MEATS,1,4
10734088,2013-09-05,51,903285,64.703,0,2013,9,5,3,248,36,3,246,0,0,0,0,0,0,0,POULTRY,1,5
10734217,2013-09-05,51,1047679,62.0,0,2013,9,5,3,248,36,3,246,0,0,0,0,0,0,0,BEVERAGES,0,0
10769301,2013-09-06,44,265559,93.0,0,2013,9,6,4,249,36,3,247,0,0,0,0,0,0,0,GROCERY I,0,3
10769421,2013-09-06,44,364606,119.0,0,2013,9,6,4,249,36,3,247,0,0,0,0,0,0,0,GROCERY I,0,3
10769564,2013-09-06,44,502331,71.0,0,2013,9,6,4,249,36,3,247,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10769633,2013-09-06,44,564287,37.0,0,2013,9,6,4,249,36,3,247,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10769681,2013-09-06,44,584028,101.869,0,2013,9,6,4,249,36,3,247,0,0,0,0,0,0,0,MEATS,1,4
10770052,2013-09-06,44,903285,75.621,0,2013,9,6,4,249,36,3,247,0,0,0,0,0,0,0,POULTRY,1,5
10770217,2013-09-06,44,1047679,415.0,0,2013,9,6,4,249,36,3,247,0,0,0,0,0,0,0,BEVERAGES,0,0
10778219,2013-09-06,51,265559,39.0,0,2013,9,6,4,249,36,3,247,0,0,0,0,0,0,0,GROCERY I,0,3
10778337,2013-09-06,51,364606,63.0,0,2013,9,6,4,249,36,3,247,0,0,0,0,0,0,0,GROCERY I,0,3
10778457,2013-09-06,51,502331,55.0,0,2013,9,6,4,249,36,3,247,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10778518,2013-09-06,51,564287,18.0,0,2013,9,6,4,249,36,3,247,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10778565,2013-09-06,51,584028,58.848,0,2013,9,6,4,249,36,3,247,0,0,0,0,0,0,0,MEATS,1,4
10778902,2013-09-06,51,903285,117.666,0,2013,9,6,4,249,36,3,247,0,0,0,0,0,0,0,POULTRY,1,5
10779044,2013-09-06,51,1047679,36.0,0,2013,9,6,4,249,36,3,247,0,0,0,0,0,0,0,BEVERAGES,0,0
10817614,2013-09-07,44,265559,215.0,0,2013,9,7,5,250,36,3,248,1,0,0,0,0,0,0,GROCERY I,0,3
10817742,2013-09-07,44,364606,161.0,0,2013,9,7,5,250,36,3,248,1,0,0,0,0,0,0,GROCERY I,0,3
10817887,2013-09-07,44,502331,139.0,0,2013,9,7,5,250,36,3,248,1,0,0,0,0,0,0,BREAD/BAKERY,1,1
10817959,2013-09-07,44,564287,95.0,0,2013,9,7,5,250,36,3,248,1,0,0,0,0,0,0,BREAD/BAKERY,1,1
10818007,2013-09-07,44,584028,103.99,0,2013,9,7,5,250,36,3,248,1,0,0,0,0,0,0,MEATS,1,4
10818395,2013-09-07,44,903285,89.44,0,2013,9,7,5,250,36,3,248,1,0,0,0,0,0,0,POULTRY,1,5
10818575,2013-09-07,44,1047679,791.0,0,2013,9,7,5,250,36,3,248,1,0,0,0,0,0,0,BEVERAGES,0,0
10827153,2013-09-07,51,265559,38.0,0,2013,9,7,5,250,36,3,248,1,0,0,0,0,0,0,GROCERY I,0,3
10827261,2013-09-07,51,364606,92.0,0,2013,9,7,5,250,36,3,248,1,0,0,0,0,0,0,GROCERY I,0,3
10827396,2013-09-07,51,502331,83.0,0,2013,9,7,5,250,36,3,248,1,0,0,0,0,0,0,BREAD/BAKERY,1,1
10827460,2013-09-07,51,564287,35.0,0,2013,9,7,5,250,36,3,248,1,0,0,0,0,0,0,BREAD/BAKERY,1,1
10827505,2013-09-07,51,584028,23.162,0,2013,9,7,5,250,36,3,248,1,0,0,0,0,0,0,MEATS,1,4
10827845,2013-09-07,51,903285,51.089,0,2013,9,7,5,250,36,3,248,1,0,0,0,0,0,0,POULTRY,1,5
10827992,2013-09-07,51,1047679,135.0,0,2013,9,7,5,250,36,3,248,1,0,0,0,0,0,0,BEVERAGES,0,0
10865889,2013-09-08,44,265559,199.0,0,2013,9,8,6,251,36,3,249,1,0,0,0,0,0,0,GROCERY I,0,3
10866015,2013-09-08,44,364606,188.0,0,2013,9,8,6,251,36,3,249,1,0,0,0,0,0,0,GROCERY I,0,3
10866163,2013-09-08,44,502331,210.0,0,2013,9,8,6,251,36,3,249,1,0,0,0,0,0,0,BREAD/BAKERY,1,1
10866236,2013-09-08,44,564287,159.0,0,2013,9,8,6,251,36,3,249,1,0,0,0,0,0,0,BREAD/BAKERY,1,1
10866284,2013-09-08,44,584028,99.838,0,2013,9,8,6,251,36,3,249,1,0,0,0,0,0,0,MEATS,1,4
10866666,2013-09-08,44,903285,91.215,0,2013,9,8,6,251,36,3,249,1,0,0,0,0,0,0,POULTRY,1,5
10866836,2013-09-08,44,1047679,786.0,0,2013,9,8,6,251,36,3,249,1,0,0,0,0,0,0,BEVERAGES,0,0
10875308,2013-09-08,51,265559,87.0,0,2013,9,8,6,251,36,3,249,1,0,0,0,0,0,0,GROCERY I,0,3
10875422,2013-09-08,51,364606,89.0,0,2013,9,8,6,251,36,3,249,1,0,0,0,0,0,0,GROCERY I,0,3
10875558,2013-09-08,51,502331,101.0,0,2013,9,8,6,251,36,3,249,1,0,0,0,0,0,0,BREAD/BAKERY,1,1
10875620,2013-09-08,51,564287,50.0,0,2013,9,8,6,251,36,3,249,1,0,0,0,0,0,0,BREAD/BAKERY,1,1
10875665,2013-09-08,51,584028,35.949,0,2013,9,8,6,251,36,3,249,1,0,0,0,0,0,0,MEATS,1,4
10876004,2013-09-08,51,903285,132.082,0,2013,9,8,6,251,36,3,249,1,0,0,0,0,0,0,POULTRY,1,5
10876148,2013-09-08,51,1047679,159.0,0,2013,9,8,6,251,36,3,249,1,0,0,0,0,0,0,BEVERAGES,0,0
10911873,2013-09-09,44,265559,78.0,0,2013,9,9,0,252,37,3,250,0,0,0,0,0,0,0,GROCERY I,0,3
10911991,2013-09-09,44,364606,107.0,0,2013,9,9,0,252,37,3,250,0,0,0,0,0,0,0,GROCERY I,0,3
10912131,2013-09-09,44,502331,73.0,0,2013,9,9,0,252,37,3,250,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10912199,2013-09-09,44,564287,48.0,0,2013,9,9,0,252,37,3,250,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10912245,2013-09-09,44,584028,105.96,0,2013,9,9,0,252,37,3,250,0,0,0,0,0,0,0,MEATS,1,4
10912605,2013-09-09,44,903285,6.754,0,2013,9,9,0,252,37,3,250,0,0,0,0,0,0,0,POULTRY,1,5
10912775,2013-09-09,44,1047679,541.0,0,2013,9,9,0,252,37,3,250,0,0,0,0,0,0,0,BEVERAGES,0,0
10920665,2013-09-09,51,265559,42.0,0,2013,9,9,0,252,37,3,250,0,0,0,0,0,0,0,GROCERY I,0,3
10920775,2013-09-09,51,364606,97.0,0,2013,9,9,0,252,37,3,250,0,0,0,0,0,0,0,GROCERY I,0,3
10920899,2013-09-09,51,502331,65.0,0,2013,9,9,0,252,37,3,250,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10920960,2013-09-09,51,564287,54.0,0,2013,9,9,0,252,37,3,250,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10921004,2013-09-09,51,584028,53.747,0,2013,9,9,0,252,37,3,250,0,0,0,0,0,0,0,MEATS,1,4
10921314,2013-09-09,51,903285,157.092,0,2013,9,9,0,252,37,3,250,0,0,0,0,0,0,0,POULTRY,1,5
10921450,2013-09-09,51,1047679,93.0,0,2013,9,9,0,252,37,3,250,0,0,0,0,0,0,0,BEVERAGES,0,0
10956300,2013-09-10,44,265559,59.0,0,2013,9,10,1,253,37,3,251,0,0,0,0,0,0,0,GROCERY I,0,3
10956419,2013-09-10,44,364606,112.0,0,2013,9,10,1,253,37,3,251,0,0,0,0,0,0,0,GROCERY I,0,3
10956558,2013-09-10,44,502331,52.0,0,2013,9,10,1,253,37,3,251,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10956624,2013-09-10,44,564287,41.0,0,2013,9,10,1,253,37,3,251,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10956668,2013-09-10,44,584028,74.202,0,2013,9,10,1,253,37,3,251,0,0,0,0,0,0,0,MEATS,1,4
10957037,2013-09-10,44,903285,24.894,0,2013,9,10,1,253,37,3,251,0,0,0,0,0,0,0,POULTRY,1,5
10957206,2013-09-10,44,1047679,342.0,0,2013,9,10,1,253,37,3,251,0,0,0,0,0,0,0,BEVERAGES,0,0
10964972,2013-09-10,51,265559,26.0,0,2013,9,10,1,253,37,3,251,0,0,0,0,0,0,0,GROCERY I,0,3
10965069,2013-09-10,51,364606,66.0,0,2013,9,10,1,253,37,3,251,0,0,0,0,0,0,0,GROCERY I,0,3
10965189,2013-09-10,51,502331,46.0,0,2013,9,10,1,253,37,3,251,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10965247,2013-09-10,51,564287,33.0,0,2013,9,10,1,253,37,3,251,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
10965286,2013-09-10,51,584028,24.646,0,2013,9,10,1,253,37,3,251,0,0,0,0,0,0,0,MEATS,1,4
10965588,2013-09-10,51,903285,30.706,0,2013,9,10,1,253,37,3,251,0,0,0,0,0,0,0,POULTRY,1,5
10965727,2013-09-10,51,1047679,32.0,0,2013,9,10,1,253,37,3,251,0,0,0,0,0,0,0,BEVERAGES,0,0
11000437,2013-09-11,44,265559,72.0,0,2013,9,11,2,254,37,3,252,0,0,0,0,0,0,0,GROCERY I,0,3
11000557,2013-09-11,44,364606,100.0,0,2013,9,11,2,254,37,3,252,0,0,0,0,0,0,0,GROCERY I,0,3
11000698,2013-09-11,44,502331,65.0,0,2013,9,11,2,254,37,3,252,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
11000768,2013-09-11,44,564287,31.0,0,2013,9,11,2,254,37,3,252,0,0,0,0,0,0,0,BREAD/BAKERY,1,1
11000815,2013-09-11,44,584028,58.192,0,2013,9,11,2,254,37,3,252,0,0,0,0,0,0,0,MEATS,1,4
11001177,2013-09-11,44,903285,63.734,0,2013,9,11,2,254,37,3,252,0,0,0,0,0,0,0,POULTRY,1,5
